"sku";"name_en";"short_desc_en";"price";"salable";"stock_qty";"in_stock";"ProductId";"purchasable";"brand";"manual_categories"
"APP0641";"Apple Smart Case iPad Air Case Black";"Smart leather case for your iPad Air.";"89";0;0;0;1464;0;"Apple";"accessories"
"NTE0048";"NewerTech NuGuard KX iPad Air Case Black";"IPad case ultra resistant to extreme conditions. Air";"79.99";1;1;0;1485;1;"NewerTech";"accessories"
"JMO0043";"Just Mobile Support iPhone Black AluCup";"Aluminum Stand Desktop for iPhone or iPad Mini.";"29.95";0;0;0;1486;0;"Just Mobile";"accessories"
"MAK0016";"Maclocks BrandMe Customizable iPad Stand Exclusive Black";"IPad support for customizable floor with your brand.";"489.99";0;0;0;1490;0;"Maclocks";"accessories"
"MAK0017";"Maclocks BrandMe Customizable iPad Stand Exclusive White";"IPad support for customizable floor with your brand.";"489.99";0;0;0;1491;0;"Maclocks";"accessories"
"KIN0080";"Kingston DataTraveler G4 PenDrive 64GB USB 3.0";"64GB USB pendrive with cap.";"23";0;0;0;1510;0;"Kingston";"accessories"
"OWC0082";"OWC Mercury Elite Pro QX2 aluminum box eSata / FW800 / USB3 RAID";"Mac and PC RAID 4 bay with connection eSata / FW800 / FW400 / USB3.";"362.99";0;0;0;1513;0;"OWC";"accessories"
"KIN0081";"Kingston DataTraveler G4 PenDrive 128GB USB 3.0";"128GB USB pendrive with cap.";"44.99";0;0;0;1514;0;"Kingston";"accessories"
"KIN0082";"Kingston DataTraveler G4 PenDrive 16GB USB 3.0";"16GB USB pendrive with cap.";"7";0;0;0;1515;0;"Kingston";"accessories"
"KIN0083";"Kingston 32GB DataTraveler USB 3.0 PenDrive G4";"32GB USB pendrive with cap.";"15";0;0;0;1516;0;"Kingston";"accessories"
"KIN0084";"Kingston DataTraveler G4 8GB PenDrive USB 3.0";"8GB USB pendrive with cap.";"57802";0;0;0;1517;0;"Kingston";"accessories"
"LAC0093";"LaCie Porsche Design P9223 Slim 500GB HDD";"LaCie external hard drive for Mac and PC P9223 500GB USB 3.0.";"64.99";0;0;0;1520;0;"LaCie";"accessories"
"LAC0207";"LaCie Porsche Design Desktop Drive 3TB USB 3.0 External Hard Drive";"External Hard Drive 35-inch 3TB USB 3.0 for Mac and PC.";"119.99";0;0;0;1521;0;"LaCie";"accessories"
"GRT0300";"Griffin Survivor Case iPad Air Black / Blue";"IPad Case Air resistant for extreme conditions.";"79.99";0;0;0;1522;0;"Griffin";"accessories"
"MOS0096";"Moshi iGlaze Armor iPhone Case SE / 5s / 5 Plata";"IPhone Case SE / 5s / 5 with sleek aluminum support.";"45";0;0;0;1524;0;"Moshi";"accessories"
"MOS0097";"Moshi iGlaze Armor iPhone Case SE / 5s / 5 Bronze";"IPhone Case SE / 5s / 5 with sleek aluminum support.";"45";1;1;0;1525;1;"Moshi";"accessories"
"TUC0089";"Tucano Work Out 2 shoulder MacBook Pro / Air 13 Black";"Lightweight ergonomic shoulder strap with multibolsillos.";"49.99";0;0;0;1528;0;"Tucano";"accessories"
"JAB0025";"Stone3 Jabra Handsfree Headset Black";"IPhone bluetooth headset with microphone iPad and iPod.";"94.9";0;0;0;1533;0;"Jabra";"accessories"
"TUC0093";"Tucano Work Out 2 shoulder MacBook Pro / Retina 15 Black";"Lightweight ergonomic shoulder strap with multibolsillos.";"59.9";1;2;1;1536;1;"Tucano";"accessories"
"NTE0052";"NewerTech NuGuard KX Darkness Case iPhone 4 / 4S Black";"Case iPhone 4 / 4S ultra resistant for extreme conditions.";"60.99";1;4;1;1537;1;"NewerTech";"accessories"
"APP0666";"Apple iPhone 5S 16GB Space Gray";"New iPhone 5S 16G Libre (ME432Y / AB).";"4694994";0;0;0;1538;0;"Apple";"smartphone"
"MOS0099";"Moshi Clearguard CS Keyboard Protector";"Transparent protective keyboard.";"19.99";0;0;0;1539;0;"Moshi";"accessories"
"WDT0183";"Western Digital My Book for Mac USB 3.0 3TB";"WD External Hard Drive USB 3.0 3TB Mac.";"149.99";0;0;0;1541;0;"Western Digital";"accessories"
"KEN0123";"Portofolio Kensington Soft Case iPad Mini / Retina Green";"Flexible Book cover type for new iPad Mini Retina.";"28.99";0;0;0;1544;0;"Jaybird";"accessories"
"WDT0194";"Western Digital My Cloud EX4 Cloud NAS Server";"Cloud NAS server WD EX4 diskless";"359";0;0;0;1545;0;"Western Digital";"accessories"
"APP0667";"Apple iPhone 5S 16GB Silver";"New Free iPhone 5S 16GB (ME433Y / A).";"4090042";0;0;0;1551;0;"Apple";"smartphone"
"APP0669";"Apple iPhone 5S 32GB Space Gray";"New Free iPhone 5S 32GB (ME435Y / A).";"559";0;0;0;1553;0;"Apple";"smartphone"
"NEA0001";"Urban Netatmo weather station";"Wireless weather station for iPhone iPad or iPod Touch.";"169.99";1;1;0;1556;1;"Netatmo";"accessories"
"BNQ0018";"BenQ LED Monitor VW2235H 215 ";"Monitor 215 inch high range.";"129";0;0;0;1561;0;"BenQ";"display"
"WDT0181";"Blue 1TB WD 25 SATA III 5400rpm 8MB 95mm";"Internal Hard Drive Western Digital 1TB for Mac and PC (WD10JPVX).";"80";0;0;0;1563;0;"Western Digital";"accessories"
"APP0656";"IMac AppleCare Protection Plan";"Apple Care extended warranty for iMac.";"179";1;7;1;1565;1;"Apple";"extended warranty"
"APP0659";"AppleCare Protection Plan Mac mini";"Apple Care extended warranty Mac Mini.";"89";1;4;1;1567;1;"Apple";"extended warranty"
"APP0660";"AppleCare Protection MacBook Pro 15";"Apple Care extended warranty MacBook Pro 15-inch and 15-inch MacBook Pro Retina";"349";1;3;1;1568;1;"Apple";"extended warranty"
"APP0661";"AppleCare Protection for Apple TV";"Apple Care extended warranty AppleTV.";"29";1;1;0;1570;1;"Apple";"extended warranty"
"APP0662";"AppleCare Protection Plan Apple Display";"Apple Care extended warranty Display.";"99";0;0;0;1571;0;"Apple";"extended warranty"
"APP0657";"AppleCare Protection Plan MacBook / Air / Pro 13 ";"Apple Care extended warranty Macbook Air / Macbook / Macbook Pro 13-inch.";"249";1;6;1;1583;1;"Apple";"extended warranty"
"BRA0009";"Braven 855S Portable Wireless Speaker Gray";"Waterproof speaker for iPhone iPad and iPod bluetooth.";"299.99";0;0;0;1584;0;"NA";"accessories"
"MOP0025";"Mophie Juice Pack Helium (1500mAh) battery cover iPhone SE / 5s / 5 Blue";"IPhone Battery Case SE / 5s / 5 plastic and metal.";"79.99";0;0;0;1590;0;"Mophie";"accessories"
"MOP0027";"Mophie Juice Pack Helium (1500mAh) battery cover iPhone SE / 5s / 5 red";"IPhone Battery Case SE / 5s / 5 plastic and metal.";"79.99";0;0;0;1592;0;"Mophie";"accessories"
"WDT0199";"2TB WD My Cloud Gigabit Ethernet USB 3.0";"WD 2TB External Hard Drive with cloud storage.";"169";0;0;0;1594;0;"Western Digital";"accessories"
"WDT0198";"WD My Cloud 3TB Gigabit Ethernet USB 3.0";"WD 3TB External Hard Drive with cloud storage.";"169.99";0;0;0;1595;0;"Western Digital";"accessories"
"WDT0200";"WD My Cloud 4TB Gigabit Ethernet USB 3.0";"WD external hard drive with 4TB cloud storage.";"209.99";0;0;0;1596;0;"Western Digital";"accessories"
"WDT0186";"Western Digital My Book Studio 2TB USB 3.0 Hard Drive Mac";"WD External Hard Drive USB 3.0 Mac desktop.";"155";0;0;0;1601;0;"Western Digital";"accessories"
"WDT0191";"Western Digital My Book Thunderbolt Duo 8TB Mac";"WD External Hard Drive Mac and PC with Thunderbolt.";"599.99";0;0;0;1604;0;"Western Digital";"accessories"
"WDT0190";"Western Digital My Book Thunderbolt Duo 6TB Mac";"WD External Hard Drive Mac and PC with Thunderbolt.";"529.99";0;0;0;1606;0;"Western Digital";"accessories"
"OWC0081";"OWC Bluetooth module shielding shielding kit Bluetooth Mac mini 2012";"Shielding Kit Bluetooth Module for Mac mini 2012.";"55.99";1;3;1;1615;1;"OWC";"accessories"
"QNA0061";"QNAP TS-212P NAS server Mac and PC";"NAS server 2 bays for domestic use and SMEs.";"151.25";0;0;0;1617;0;"QNAP";"accessories"
"GRT0304";"Griffin DJ Cable 2 iPhone iPad and iPod Touch";"Cable iPhone and iPod Touch iPad DJ application from the App Store.";"19.99";0;0;0;1618;0;"Griffin";"accessories"
"JBL0064";"JBL Flip II Bluetooth Speaker Black";"Bluetooth wireless speaker for iPhone iPad and iPod touch.";"99.99";0;0;0;1620;0;"JBL";"accessories"
"MUV0117";"Muvit elastic belt with waterproof pocket Black";"Muvit belt / shoulder bag with waterproof pocket for iPhone and iPod.";"19.99";0;0;0;1622;0;"Muvit";"accessories"
"PLA0008";"Plantronics BackBeat GO 2 Bluetooth Headset Black";"Wireless headphones with lightweight design Bluetooth connection and multifunction control for iPhone iPad and iPod";"89.99";0;0;0;1623;0;"Plantronics";"accessories"
"MOS0100";"Moshi iVisor XT Screen Protector black iPad Air";"Free Screen Protector iPad Air bubbles.";"30";0;0;0;1629;0;"Moshi";"accessories"
"JMO0047";"Just Mobile AluCable Twist Black Lightning";"Lightning to USB Cable for connecting and charging iPhone iPad and iPod.";"24.99";0;0;0;1630;0;"Just Mobile";"accessories"
"MOS0101";"Moshi iVisor XT Screen Protector iPad Air White";"Free Screen Protector iPad Air bubbles.";"30";0;0;0;1631;0;"Moshi";"accessories"
"IKM0021";"IK Multimedia Bluetooth Speaker 40W Black iLoud";"Sound iLoud portable recording studio for iPad or iPhone.";"365.99";1;5;1;1632;1;"IK Multimedia";"accessories"
"PAC0333";"NewerTech miniStack 4TB Hard Drive Mac";"External Box Hard Drive Mac + 4TB.";"2199791";0;0;0;1655;0;"Pack";"accessories"
"DLK0051";"D-Link DCS-825L camera EyeOn Wi-Fi baby monitor";"baby monitor camera with night vision SD card slot motion detector and sound app for iPhone and iPad";"227";0;0;0;1656;0;"D-Link";"camera"
"MAK0018";"Maclocks Security Security Support Apple TV Mount";"Aluminum safety support VESA for Apple TV.";"64.99";0;0;0;1658;0;"Maclocks";"accessories"
"BNQ0017";"Benq GL2460HM Monitor Full HD 24 Black";"LCD Monitor 24-inch high-definition HDMI connection.";"158";0;-1;0;1659;0;"BenQ";"display"
"GRT0305";"CinemaSeat Griffin iPad sleeve black Air";"Funda iPad Air with support for the car.";"39.99";0;0;0;1660;0;"Griffin";"accessories"
"WAC0121";"Wacom Bamboo Stylus Pack 3 tips Solo and Duo";"Replacement tips for Wacom Bamboo Stylus.";"4.9";0;0;0;1661;0;"Wacom";"accessories"
"BOO0062";"Booq Viper Hardcase Case Macbook Pro / Air 13 Black";"Molded nylon plastic sleeve MacBook Air / Pro Retina 13 inches.";"50";1;2;1;1663;1;"Booq";"accessories"
"BOO0063";"Booq Boa Squeeze Backpack Macbook / Pro 15 Black";"Backpack MacBook ultrathin plastic nylon 15 inches.";"129.99";1;1;0;1664;1;"Booq";"accessories"
"BOO0064";"Booq Boa Shift Backpack Macbook / Pro 15 Black";"Lightweight backpack extremely functional and spacious 15-inch MacBook Pro.";"150";1;0;0;1665;1;"Booq";"accessories"
"BOO0065";"Booq Viper Hardcase Case iPad Mini / Retina Black";"Nylon Hard Case iPad Mini.";"39.99";0;0;0;1668;0;"Booq";"accessories"
"BOO0066";"Booq Boa MacBook Pro Brief case / Retina 15 Black";"medium-sized lightweight case for MacBook Pro / Retina 15 inches.";"149.99";0;0;0;1669;0;"Booq";"accessories"
"PAC0329";"OWC Mercury Elite Pro QX2 Quad + 8TB";"RAID system Mac and PC 4 bays eSata / FW800 / FW400 / USB3 + 8TB (4x2TB).";"722.95";1;0;0;1674;1;"Pack";"accessories"
"OWC0085-4";"Mac OWC Memory 16GB (4x4GB) 1066MHz DDR3 DIMM";"RAM 16GB (4x4GB) Mac Pro (2009/2010).";"127.96";1;1;0;1675;1;"OWC";"accessories"
"OWC0084";"OWC 2GB DDR3 Mac memory DIMM 1066MHz";"2GB RAM Mac Pro (2009/2010).";"20.99";1;7;1;1678;1;"OWC";"accessories"
"OWC0084-2";"Mac OWC Memory 4GB (2x2GB) DDR3 1066MHz DIMM";"2GB RAM Mac Pro (2009/2010).";"41.98";1;3;1;1679;1;"OWC";"accessories"
"OWC0085";"Mac OWC Memory 4GB DDR3 1066MHz DIMM";"RAM 4GB Mac Pro (2009/2010).";"31.99";1;6;1;1680;1;"OWC";"accessories"
"APP0691";"OEM USB Cable for iPhone iPad Dock and Apple iPod White Compatible";"Cable OEM dock for iPhone iPad and iPod compatible USB Apple (unboxed)";"25";1;16;1;1681;1;"Apple";"accessories"
"OWC0085-2";"Mac OWC Memory 8GB (2x4GB) 1066MHz DDR3 DIMM";"RAM 8GB (2x4GB) Mac Pro (2009/2010).";"63.98";1;3;1;1682;1;"OWC";"accessories"
"APP0692";"Apple Lightning Cable Connector to USB 1m White (OEM)";"Apple Lightning USB Cable 1 meter to charge and sync iPhone iPad and iPod";"25";1;348;1;1683;1;"Apple";"accessories"
"APP0696";"60W MagSafe charger Apple MacBook and MacBook Pro 13 (OEM)";"Charger 60W MagSafe unboxed for MacBook and MacBook Pro 13-inch";"89";1;39;1;1684;1;"Apple";"accessories"
"APP0697";"85W MagSafe charger Apple MacBook Pro 15 / 17 (OEM)";"Apple MagSafe Power Charger 85W MacBook Pro unboxed";"89";1;26;1;1685;1;"Apple";"accessories"
"OWC0086";"Mac OWC Memory 8GB 1066MHz DDR3 DIMM";"Mac Pro 8GB RAM (2009/2010).";"56.99";1;8;1;1686;1;"OWC";"accessories"
"OWC0086-2";"Mac OWC Memory 16GB (2x8GB) 1066MHz DDR3 DIMM";"RAM 16GB (2x8GB) Mac Pro (2009/2010).";"113.98";1;4;1;1687;1;"OWC";"accessories"
"OWC0086-4";"Mac OWC Memory 32GB (4x8GB) 1066MHz DDR3 DIMM";"RAM 32GB (4x8GB) Mac Pro (2009/2010).";"227.96";1;2;1;1688;1;"OWC";"accessories"
"OWC0087";"Mac OWC Memory 2GB 1333MHz DDR3 DIMM";"2GB RAM Mac Pro (July / 2010).";"20.99";1;6;1;1690;1;"OWC";"accessories"
"OWC0088";"Mac OWC Memory 4GB DDR3 1333MHz DIMM";"RAM 4GB Mac Pro 2009/2010.";"34.99";1;3;1;1691;1;"OWC";"accessories"
"OWC0088-2";"Mac OWC Memory 8GB (2x4GB) 1333MHz DDR3 DIMM";"RAM 8GB (2x4GB) Mac Pro 2009/2010.";"69.98";1;1;0;1692;1;"OWC";"accessories"
"OWC0088-4";"Mac OWC Memory 16GB (4x4GB) 1333MHz DDR3 DIMM";"RAM 16GB (4x4GB) Mac Pro 2009/2010.";"139.96";1;0;0;1693;1;"OWC";"accessories"
"OWC0089";"Mac OWC Memory 8GB 1333MHz DDR3 DIMM";"8GB RAM Mac Pro 2009/2010.";"56.99";1;12;1;1694;1;"OWC";"accessories"
"OWC0089-2";"Mac OWC Memory 16GB (2x8GB) 1333MHz DDR3 DIMM";"RAM 16GB (2x8GB) Mac Pro 2009/2010.";"113.98";1;12;1;1695;1;"OWC";"accessories"
"OWC0089-4";"Mac OWC Memory 32GB (4x8GB) 1333MHz DDR3 DIMM";"RAM 32GB (4x8GB) Mac Pro 2009/2010.";"227.96";1;3;1;1696;1;"OWC";"accessories"
"PAC0330";"OWC Mercury Elite Pro QX2 Quad + 12TB";"RAID 4 bay eSata / FW800 / FW400 / USB3 + 12TB (4x3TB).";"810.99";1;0;0;1697;1;"Pack";"accessories"
"PAC0331";"OWC Mercury Elite Pro QX2 Quad + 16TB";"RAID system Mac and PC 4 bays eSata / FW800 / FW400 / USB3 + 16TB (4x4TB).";"894.95";1;0;0;1698;1;"Pack";"accessories"
"UAG0002";"Urban Armor Gear Composite Case Scout iPhone 5 / 5S Black";"ultra durable and lightweight housing for iPhone 5 / 5S.";"34.95";0;1;0;1702;0;"Urban Armor Gear";"accessories"
"SNN0020";"Sonnet Presto 10GbE Ethernet 1 port PCIe Card";"1 PCIe 10GbE Ethernet card for Mac and PC port.";"475.99";0;0;0;1721;0;"Sonnet";"accessories"
"SNN0021";"Sonnet Echo Express III-D Chassis expansion Thunderbolt";"Thunderbolt external box card PCIe ExpressCard Mac.";"1087.79";1;1;0;1722;1;"Sonnet";"accessories"
"PRO0009";"Promise Pegasus2 R4 8TB RAID Hard Drive Mac Thunderbolt 2";"RAID Thunderbolt 2 Pegasus2 R4 8TB (4 x 2TB).";"1421.75";1;0;0;1723;1;"Promise";"accessories"
"SEA0054";"Seagate 1TB SSHD Hybrid disc 35 ";"Hybrid Hard Drive Mac and PC 8GB SSD + 1TB 7200 rpm.";"90";0;0;0;1724;0;"Seagate";"accessories"
"SEA0055";"2TB Seagate SSHD Hybrid disc 35 ";"Hybrid Hard Drive Mac and PC + 8GB SSD 2TB 7200 rpm.";"121";0;0;0;1725;0;"Seagate";"accessories"
"PRO0010";"Pegasus2 Promise R6 12TB RAID Hard Drive Mac Thunderbolt 2";"RAID Thunderbolt 2 R6 12TB (6 x 2TB)";"2117.5";1;0;0;1726;1;"Promise";"accessories"
"PRO0011";"Pegasus2 Promise R6 18TB RAID Hard Drive Mac Thunderbolt 2";"RAID system 18TB R6 Thunderbolt 2 (6 x 3TB) for Mac and PC";"2843.5";1;0;0;1727;1;"Promise";"accessories"
"LMP0006";"NexGen LMP Bluetooth Keypad KeyPad";"expansion keypad Mac with Bluetooth connection.";"49.99";1;2;1;1737;1;"LMP";"accessories"
"LOG0101";"Logitech M187 Wireless Mouse White";"Mini Wireless Pocket Mouse.";"20.99";0;0;0;1741;0;"Logitech";"accessories"
"LOG0110";"Logitech Portable Speaker Z50 Gray";"Compact speaker jack via iPhone iPod iPad Mac.";"20.99";0;0;0;1746;0;"Logitech";"accessories"
"KUA0001";"Support Kukaclip car + Funda iPhone 5 / 5S Black";"Magnetic car holder with 360 more housing rotation iPhone 5 / 5s.";"24.99";0;0;0;1750;0;"Kukaclip";"accessories"
"PAR0007";"Parrot Flower Power Wireless Sensor Brown Plants";"Wi-Fi sensor for remote control and plant care.";"59.95";0;0;0;1751;0;"Parrot";"accessories"
"PAR0008";"Parrot Flower Power Plants Wireless Sensor Blue";"Plants Wireless Sensor Monitor for iPhone.";"59.95";0;1;0;1752;0;"Parrot";"accessories"
"KUA0002";"Support Kukaclip car + Case iPhone 4 / 4S Black";"Magnetic car holder with 360 more housing rotation iPhone 4 / 4s.";"14.99";0;0;0;1753;0;"Kukaclip";"accessories"
"SYN0082";"Synology Surveillance Station VS240HD";"monitoring station to monitor up to 24 IP cameras.";"453.99";0;0;0;1756;0;"Synology";"accessories"
"OWC0090";"OWC Mercury Elite Pro Dual Box USB 3.0 / Thunderbolt";"RAID outer box 35 inch SATA connection Thundebolt / USB3 for Mac and PC.";"294.99";0;0;0;1757;0;"OWC";"accessories"
"REP0155";"Repair Home button iPhone 5";"Repair service including parts and labor for iPhone 5";"49.99";1;0;0;1759;1;"Repair";"service"
"REP0145";"iPhone 5 battery repair";"Repair service including parts and labor for iPhone 5";"39.99";1;0;0;1762;1;"Repair";"service"
"BNQ0021";"BL2710PT BenQ Monitor 27 WQHD resolution for CAD";"27-inch WQHD Professional monitor for CAD CAM Mac.";"499";0;0;0;1767;0;"BenQ";"display"
"PAR0009";"Parrot Flower Power Plants Wireless Sensor Green";"Wi-Fi sensor for remote control and plant care.";"59.95";0;0;0;1768;0;"Parrot";"accessories"
"NTE0053";"NewerTech Audio Ear Buds Headphones";"Headphones for iPhone iPod iPad button.";"17.99";0;0;0;1772;0;"NewerTech";"accessories"
"PUR0101";"Puro Just Cavalli Swan iPhone Case Passion / 5s / 5 black";"IPhone anti-shock housing for iPhone SE / 5s / 5.";"19.99";0;0;0;1773;0;"Puro";"accessories"
"PAC0368";"OWC Mercury Elite Pro Dual Thunderbolt 4TB +";"RAID outer box 35 inch SATA connection Thunderbolt / USB3 for Mac and PC.";"474.97";0;0;0;1774;0;"Pack";"accessories"
"PAC0369";"OWC Mercury Elite Pro Dual Thunderbolt + 6TB";"RAID outer box 35 inch SATA connection Thunderbolt / USB3 Mac and PC + 6TB.";"518.99";0;0;0;1776;0;"Pack";"accessories"
"PAC0370";"OWC Mercury Elite Pro Dual Thunderbolt + 8TB";"RAID outer box 35 inch SATA connection Thunderbolt / USB3 Mac and PC + 8TB.";"5609698";0;0;0;1777;0;"Pack";"accessories"
"WAC0132";"Wacom Cintiq 22HD Touch";"graphic display multitouch 22-inch H-IPS LCD technology and precision pen for Mac and PC";"1999";0;0;0;1783;0;"Wacom";"display"
"SPH0003";"Nubby Sphero robotic ball Sphero Case Blue";"Protective Case for Sphero 2.0.";"15.99";0;0;0;1784;0;"Sphero";"accessories"
"SPH0004";"Nubby Sphero Sphero ball Yellow Robotic Case";"Protective Case for Sphero 2.0.";"15.99";0;5;1;1785;0;"Sphero";"accessories"
"SPH0005";"Nubby Sphero Sphero ball Cover Orange robotics";"Protective Case for Sphero 2.0.";"15.99";0;0;0;1786;0;"Sphero";"accessories"
"PAC0377";"QNAP TS-212P Pack | Seagate 4TB Desktop";"Pack NAS Server QNAP TS-212P + 4TB Seagate Desktop.";"331.23";0;0;0;1798;0;"Pack";"accessories"
"PAC0378";"QNAP TS-212P Pack | 6TB Seagate Desktop";"Pack NAS server QNAP TS-212P + 6TB Seagate Desktop for Mac and PC.";"375.25";0;0;0;1799;0;"Pack";"accessories"
"PAC0379";"QNAP TS-212P Pack | 8TB Seagate Desktop";"QNAP TS-212P Pack + 8TB Seagate Desktop for Mac and PC.";"401.05";0;0;0;1800;0;"Pack";"accessories"
"REP0154";"Speaker lower repair iPhone 5";"Repair service including parts and labor for iPhone 5";"49.99";1;0;0;1803;1;"Repair";"service"
"FIT0016";"Bracelet Flex fitbit activity monitor orange";"Control activity bracelet with two interchangeable straps size M and L.";"99.99";0;0;0;1804;0;"Fitbit";"accessories"
"FIT0017";"Fitbit Flex Bracelet navy activity monitor";"Control activity bracelet with two interchangeable straps size M and L.";"99.99";0;0;0;1805;0;"Fitbit";"accessories"
"REP0146";"volume button repair on vibration control and flexo iPhone 5";"Repair service including parts and labor for iPhone 5";"69.99";1;0;0;1807;1;"Repair";"service"
"REP0149";"Wi-Fi antenna repair Phone 5";"Repair service including parts and labor for iPhone 5";"49.99";1;0;0;1810;1;"Repair";"service"
"REP0150";"iPhone 5 GSM antenna repair";"Repair service including parts and labor for iPhone 5";"69989909";1;0;0;1811;1;"Repair";"service"
"REP0152";"Headset calls iPhone 5 repair";"Repair service including parts and labor for iPhone 5";"49.99";1;0;0;1813;1;"Repair";"service"
"MOS0109";"Moshi SenseCover iPhone Case SE / 5s / 5 Black";"Case for iPhone touch sensor SE / 5s / 5";"45";1;1;0;1817;1;"Moshi";"accessories"
"MOS0108";"Moshi SenseCover iPhone Case SE / 5s / 5 Titanium";"Case for iPhone touch sensor SE / 5s / 5";"45";0;0;0;1818;0;"Moshi";"accessories"
"UAG0004";"Urban Armor Gear Composite Case iPhone Scout SE / 5s / 5 Transparent";"ultra durable and lightweight for iPhone SE / 5s / 5 housing.";"34.95";0;0;0;1819;0;"Urban Armor Gear";"accessories"
"OWC0080";"OWC Multi-Mount Kit (2x25 ) Mac Pro 2006/2008 Adapter 2.5 to 3.5 ";"SSD or HDD Adapter 2.5 to 3.5 for Mac Pro.";"62.99";1;1;0;1820;1;"OWC";"accessories"
"KIN0086";"Kingston V300 SSD Disk 480GB";"SSD 480GB SATA Hard Drive Mac and PC III.";"172.99";0;0;0;1821;0;"Kingston";"accessories"
"NEA0002";"Netatmo plug weather station";"Additional module Netatmo weather station for iPhone iPad and iPod Touch.";"69.99";1;2;1;1824;1;"Netatmo";"accessories"
"MAK0019";"Maclocks new Mac Pro Lock anti-theft system Mac Pro";"Security Support for Mac Pro.";"89.99";1;1;0;1827;1;"Maclocks";"accessories"
"KAN0010";"Kanex Multi-Sync Bluetooth keyboard Mac and Pc Spanish";"Bluetooth keypad for Mac iPad and iPhone.";"599894";0;0;0;1834;0;"Kanex";"accessories"
"MOP0028";"Mophie Juice Pack Air (1700mAh) iPhone Battery Case iPhone SE / 5s / 5 black";"IPhone Battery Case SE / 5s / 5 plastic and metal.";"99.95";0;0;0;1835;0;"Mophie";"accessories"
"MOP0029";"Mophie Juice Pack Air (1700mAh) battery cover iPhone SE / 5s / 5 white";"IPhone Battery Case SE / 5s / 5 plastic and metal.";"99.95";0;0;0;1836;0;"Mophie";"accessories"
"MOP0030";"Mophie Juice Pack Air (1700mAh) battery cover iPhone SE / 5s / 5 gold";"IPhone Battery Case SE / 5s / 5 plastic and metal.";"99.95";0;0;0;1837;0;"Mophie";"accessories"
"MOP0031";"Mophie Juice Pack Plus (2100mAh) battery cover iPhone SE / 5s / 5 Black";"IPhone Battery Case SE / 5s / 5 plastic and metal.";"119.95";0;0;0;1838;0;"Mophie";"accessories"
"GRT0306";"Griffin Multidock February 10 bays Cargo Security and iPad";"charging station 10 devices.";"899";0;0;0;1843;0;"Griffin";"accessories"
"PAC0385";"OWC Data Doubler Pack MacBook / Macbook Pro Black";"Pack Replacement Superdrive for SSD / HDD + box Super Slim Superdrive + Tools.";"121.98";1;2;1;1844;1;"Pack";"accessories"
"SNN0018";"Sonnet Echo ExpressCard / 34 Thunderbolt Adapter Mac Pro";"Thunderbolt Adapter ExpressCard / 34 Mac.";"180.29";1;0;0;1845;1;"Sonnet";"accessories"
"OTR0097";"Grenade Grip Gopole Empu├î ┬▒ Adura GoPro camera";"Empu├î ┬▒ Adura for GoPro Hero.";"22.99";0;0;0;1850;0;"Startech";"accessories"
"OTR0098";"Xsories Big U-Shot GoPro Camera Extension 95cm Black";"95cm extension rod GoPro Hero cameras.";"49.99";1;1;0;1851;1;"Startech";"accessories"
"OTR0101";"Xsories 50cm extension U-Shot camera GoPro Silver";"Extension Arm for GoPro Hero.";"49.99";0;0;0;1852;0;"Startech";"accessories"
"WIT0011";"Withings Blood Pressure Monitor Wireless iPhone iPad and iPod touch";"Wireless Withings Blood Pressure Monitor Blood Pressure Monitor for iPhone iPad and iPod App.";"99.99";0;0;0;1853;0;"Withings";"other"
"SNN0023";"Sonnet Allegro FW800 / 400 and PC Card PCIe Mac";"PCIe adapter card 3 FireWire 800/400 ports for Mac.";"59.99";0;0;0;1862;0;"Sonnet";"accessories"
"APP0712";"Apple Thunderbolt Cable 2m Black";"Cable Mac Apple Thunderbolt 2m.";"45";0;0;0;1867;0;"Apple";"accessories"
"GRT0309";"Griffin Survivor Case All-Terrain iPad mini 1/2/3 Black / Blue";"An ultra resistant with 360 degree protection for cases mini extreme conditions 1 2 and 3";"49.99";0;0;0;1874;0;"Griffin";"accessories"
"MOS0110";"Moshi Codex MacBook Pro Retina case 13 Black";"resistant waterproof case Macbooks Retina 13 inches.";"69.99";0;0;0;1876;0;"Moshi";"accessories"
"DLK0053";"D-Link DSL-2750B ADSL Router N300";"Wireless router with 300 Mbps transfer rate.";"529012";1;0;0;1885;1;"D-Link";"other"
"DLK0054";"D-Link DGS-1024D Gigabit Switch 24 Ports";"Switch 24 10/100 / 1000Mbps.";"144.99";1;1;0;1889;1;"D-Link";"accessories"
"DLK0055";"D-Link DGS 1016D Gigabit Switch 16 Ports";"Switch 16 10/100 / 1000Mbps.";"92.99";1;1;0;1890;1;"D-Link";"accessories"
"PRO0014";"R8 Pegasus2 Promise RAID 24TB Hard Disk Thunderbolt 2 Macc";"RAID Thunderbolt 2 R8 24TB (8 x 3TB).";"3499";1;0;0;1891;1;"Promise";"accessories"
"PRO0015";"R8 Pegasus2 Promise RAID 32TB Hard Disk Thunderbolt 2 Macc";"RAID Thunderbolt 2 R8 32TB (8 x 4TB).";"4416.5";1;0;0;1893;1;"Promise";"accessories"
"PRO0013";"Promise SANLink2 Thunderbolt 2 Adapter";"Adapter for connection with fiber and Thunderbolt 2.";"879";1;0;0;1894;1;"Promise";"accessories"
